source_value,source_value_high,source_currency,source_last_update,effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,slot,summary,defindex,scrape_timestamp
1200,1200,keys,1774351837,79,Darkblaze,Helmet without a Home,77466.0,1200 keys,"77,466.00 ref",misc,Level 1-100 Helmet,732,2026-09-11T04:38:28+00:00
1400,1400,keys,1751407413,79,Darkblaze,Hermes,90377.0,1400 keys,"90,377.00 ref",misc,Level 10 Hat,633,2026-09-11T04:38:28+00:00
540,550,keys,1698420694,79,Darkblaze,Hetman's Headpiece,34859.7,540–550 keys,"34,859.70 ref",misc,Level 1-100 Hat,436,2026-09-11T04:38:28+00:00
970,970,keys,1778184097,79,Darkblaze,Hive Minder,62618.35,970 keys,"62,618.35 ref",misc,Level 1-100 Hat,30093,2026-09-11T04:38:28+00:00
350,350,keys,1598125475,79,Darkblaze,Honcho's Headgear,22594.25,350 keys,"22,594.25 ref",misc,Level 1-100 Hat,391,2026-09-11T04:38:28+00:00
360,360,keys,1442016584,79,Darkblaze,Hong Kong Cone,23239.8,360 keys,"23,239.80 ref",misc,Level 1-100 Hat,30177,2026-09-11T04:38:28+00:00
390,410,keys,1579672680,79,Darkblaze,Horrific Headsplitter,25176.45,390–410 keys,"25,176.45 ref",misc,Level 31 Hat,291,2026-09-11T04:38:28+00:00
31,47,keys,1419831605,79,Darkblaze,Hot Dogger,2001.205,31–47 keys,"2,001.21 ref",misc,Level 10 Hat,614,2026-09-11T04:38:28+00:00
1600,1600,keys,1772724463,79,Darkblaze,Hound Dog,103288.0,1600 keys,"103,288.00 ref",misc,Level 1-100 Hair,145,2026-09-11T04:38:28+00:00
68,86,keys,1445042758,79,Darkblaze,Human Cannonball,4389.74,68–86 keys,"4,389.74 ref",misc,Level 1-100 Helmet,817,2026-09-11T04:38:28+00:00
4420,4420,keys,1746487099,79,Darkblaze,Infernal Impaler,285333.1,4420 keys,"285,333.10 ref",misc,Level 13 Headgear,575,2026-09-11T04:38:28+00:00
915,915,keys,1733269405,79,Darkblaze,Janissary Ketche,59067.825,915 keys,"59,067.83 ref",misc,Level 1-100 Hat,437,2026-09-11T04:38:28+00:00
11050,11050,keys,1747685104,79,Darkblaze,Killer Exclusive,713332.75,11050 keys,"713,332.75 ref",misc,Level 10 Hat,538,2026-09-11T04:38:28+00:00
618,618,keys,1592083386,79,Darkblaze,Killer's Kabuto,39894.99,618 keys,"39,894.99 ref",misc,Level 1-100 Helmet,152,2026-09-11T04:38:28+00:00
1000,1000,keys,1720175828,79,Darkblaze,Larrikin Robin,64555.0,1000 keys,"64,555.00 ref",misc,Level 1-100 Hat,314,2026-09-11T04:38:28+00:00
880,880,keys,1561241355,79,Darkblaze,Le Party Phantom,56808.4,880 keys,"56,808.40 ref",misc,Level 1-100 Mask,337,2026-09-11T04:38:28+00:00
700,900,keys,1744298707,79,Darkblaze,Little Buddy,45188.5,700–900 keys,"45,188.50 ref",misc,Level 10 Hat,612,2026-09-11T04:38:28+00:00
48,48,keys,1413897543,79,Darkblaze,Madame Dixie,3098.64,48 keys,"3,098.64 ref",misc,Level 1-100 Hat,321,2026-09-11T04:38:28+00:00
130,130,keys,1601795955,79,Darkblaze,Magnificent Mongolian,8392.15,130 keys,"8,392.15 ref",misc,Level 1-100 Hat,313,2026-09-11T04:38:28+00:00
120,120,keys,1458844963,79,Darkblaze,Master's Yellow Belt,7746.6,120 keys,"7,746.60 ref",misc,Level 1-100 Hat,110,2026-09-11T04:38:28+00:00
80,80,keys,1489500081,79,Darkblaze,Medic's Mountain Cap,5164.4,80 keys,"5,164.40 ref",misc,Level 1-100 Hat,381,2026-09-11T04:38:28+00:00
1100,1100,keys,1702903788,79,Darkblaze,Milkman,71010.5,1100 keys,"71,010.50 ref",misc,Level 1-100 Hat,219,2026-09-11T04:38:28+00:00
2200,2200,keys,1728602800,79,Darkblaze,Modest Metal Pile of Scrap,142021.0,2200 keys,"142,021.00 ref",misc,Level 1-100 Hat,30001,2026-09-11T04:38:28+00:00
80,80,keys,1497251717,79,Darkblaze,Nanobalaclava,5164.4,80 keys,"5,164.40 ref",misc,Level 10 Hat,521,2026-09-11T04:38:28+00:00
150,150,keys,1566301797,79,Darkblaze,Napper's Respite,9683.25,150 keys,"9,683.25 ref",misc,Level 1-100 Hat,248,2026-09-11T04:38:28+00:00
1600,1600,keys,1763046760,79,Darkblaze,Noble Amassment of Hats,103288.0,1600 keys,"103,288.00 ref",misc,Level 1-100 Hat,137,2026-09-11T04:38:28+00:00
275,300,keys,1615676175,79,Darkblaze,Noble Nickel Amassment of Hats,17752.625,275–300 keys,"17,752.63 ref",misc,Level 1-100 Hat,30006,2026-09-11T04:38:28+00:00
3450,3450,keys,1775003766,79,Darkblaze,Nunhood,222714.75,3450 keys,"222,714.75 ref",misc,Level 1-100 Hat,30311,2026-09-11T04:38:28+00:00
1500,1500,keys,1711024549,79,Darkblaze,Officer's Ushanka,96832.5,1500 keys,"96,832.50 ref",misc,Level 1-100 Hat,96,2026-09-11T04:38:28+00:00
950,950,keys,1712423272,79,Darkblaze,Ol' Geezer,61327.25,950 keys,"61,327.25 ref",misc,Level 1-100 Hat,399,2026-09-11T04:38:28+00:00
150,150,keys,1586426964,79,Darkblaze,Old Guadalajara,9683.25,150 keys,"9,683.25 ref",misc,Level 1-100 Hat,247,2026-09-11T04:38:28+00:00
1250,1250,keys,1738271078,79,Darkblaze,One-Man Army,80693.75,1250 keys,"80,693.75 ref",misc,Level 10 Hair,601,2026-09-11T04:38:28+00:00
700,700,keys,1750890762,79,Darkblaze,Outdoorsman,45188.5,700 keys,"45,188.50 ref",misc,Level 10 Hat,603,2026-09-11T04:38:28+00:00
600,600,keys,1744068381,79,Darkblaze,Pampered Pyro,38733.0,600 keys,"38,733.00 ref",misc,Level 1-100 Towel,30139,2026-09-11T04:38:28+00:00
250,250,keys,1592723267,79,Darkblaze,Pardner's Pompadour,16138.75,250 keys,"16,138.75 ref",misc,Level 1-100 Hair,30099,2026-09-11T04:38:28+00:00
4900,4900,keys,1743508925,79,Darkblaze,Pencil Pusher,316319.5,4900 keys,"316,319.50 ref",misc,Level 10 Hair,605,2026-09-11T04:38:28+00:00
2510,2510,keys,1763486776,79,Darkblaze,Pithy Professional,162033.05,2510 keys,"162,033.05 ref",misc,Level 1-100 Hat,30915,2026-09-11T04:38:28+00:00
31,38,keys,1415255694,79,Darkblaze,Plumber's Pipe,2001.205,31–38 keys,"2,001.21 ref",misc,Level 1-100 Hat,30022,2026-09-11T04:38:28+00:00
985,985,keys,1772130823,79,Darkblaze,Pom-Pommed Provocateur,63586.675,985 keys,"63,586.68 ref",misc,Level 1-100 Mask,30072,2026-09-11T04:38:28+00:00
950,950,keys,1478690765,79,Darkblaze,Potassium Bonnet,61327.25,950 keys,"61,327.25 ref",misc,Level 1-100 Hat,30643,2026-09-11T04:38:28+00:00
35,35,keys,1502544346,79,Darkblaze,Prancer's Pride,2259.425,35 keys,"2,259.43 ref",misc,Level 1-100 Hat,318,2026-09-11T04:38:28+00:00
1200,1200,keys,1695124794,79,Darkblaze,Prince Tavish's Crown,77466.0,1200 keys,"77,466.00 ref",misc,Level 1-100 Hat,342,2026-09-11T04:38:28+00:00
880,880,keys,1696950053,79,Darkblaze,Private Eye,56808.4,880 keys,"56,808.40 ref",misc,Level 1-100 Hat,388,2026-09-11T04:38:28+00:00
1250,1250,keys,1743928373,79,Darkblaze,Professor's Peculiarity,80693.75,1250 keys,"80,693.75 ref",misc,Level 1-100 Hair,384,2026-09-11T04:38:28+00:00
285,340,keys,1632696536,79,Darkblaze,Pugilist's Protector,18398.175,285–340 keys,"18,398.18 ref",misc,Level 1-100 Headgear,246,2026-09-11T04:38:28+00:00
30,30,keys,1467915952,79,Darkblaze,Pyro's Boron Beanie,1936.65,30 keys,"1,936.65 ref",misc,Level 1-100 Hat,30040,2026-09-11T04:38:28+00:00
13770,13770,keys,1770159551,79,Darkblaze,Pyromancer's Mask,888922.35,13770 keys,"888,922.35 ref",misc,Level 1-100 Mask,316,2026-09-11T04:38:28+00:00
1500,1500,keys,1691101010,79,Darkblaze,Razor Cut,96832.5,1500 keys,"96,832.50 ref",misc,Level 1-100 Hat,30393,2026-09-11T04:38:28+00:00
500,900,keys,1653040938,79,Darkblaze,Rebel Rouser,32277.5,500–900 keys,"32,277.50 ref",misc,Level 1-100 Hat,30120,2026-09-11T04:38:28+00:00
900,900,keys,1649694747,79,Darkblaze,Reggaelator,58099.5,900 keys,"58,099.50 ref",misc,Level 1-100 Hat,390,2026-09-11T04:38:28+00:00
850,850,keys,1716354924,79,Darkblaze,Rimmed Raincatcher,54871.75,850 keys,"54,871.75 ref",misc,Level 1-100 Hat,216,2026-09-11T04:38:28+00:00
65,65,keys,1447720846,79,Darkblaze,Runner's Warm-Up,4196.075,65 keys,"4,196.08 ref",misc,Level 1-100 Hat,30332,2026-09-11T04:38:28+00:00
650,650,keys,1650697775,79,Darkblaze,Scotsman's Stove Pipe,41960.75,650 keys,"41,960.75 ref",misc,Level 1-100 Hat,120,2026-09-11T04:38:28+00:00
90,90,keys,1558855212,79,Darkblaze,Scout Shako,5809.95,90 keys,"5,809.95 ref",misc,Level 1-100 Hat,30326,2026-09-11T04:38:28+00:00
50,50,keys,1519648753,79,Darkblaze,Shooter's Sola Topi,3227.75,50 keys,"3,227.75 ref",misc,Level 1-100 Helmet,158,2026-09-11T04:38:28+00:00
80,80,keys,1526172820,79,Darkblaze,Slick Cut,5164.4,80 keys,"5,164.40 ref",misc,Level 1-100 Hair,30187,2026-09-11T04:38:28+00:00
500,500,keys,1692795987,79,Darkblaze,Sober Stuntman,32277.5,500 keys,"32,277.50 ref",misc,Level 1-100 Helmet,255,2026-09-11T04:38:28+00:00
11475,11475,keys,1786206260,79,Darkblaze,Soldered Sensei,740768.625,11475 keys,"740,768.63 ref",misc,Level 1-100 Hat,30004,2026-09-11T04:38:28+00:00
1100,1100,keys,1685883635,79,Darkblaze,Soldier's Slope Scopers,71010.5,1100 keys,"71,010.50 ref",misc,Level 1-100 Hat,980,2026-09-11T04:38:28+00:00
220,220,keys,1590025611,79,Darkblaze,Soviet Gentleman,14202.1,220 keys,"14,202.10 ref",misc,Level 1-100 Hat,821,2026-09-11T04:38:28+00:00
385,385,keys,1712773434,79,Darkblaze,Stately Steel Toe,24853.675,385 keys,"24,853.68 ref",misc,Level 1-100 Hat,481,2026-09-11T04:38:28+00:00
62,62,keys,1549190154,79,Darkblaze,Steel Shako,4002.41,62 keys,"4,002.41 ref",misc,Level 1-100 Hat,30017,2026-09-11T04:38:28+00:00
90,145,keys,1590564232,79,Darkblaze,Strontium Stove Pipe,5809.95,90–145 keys,"5,809.95 ref",misc,Level 1-100 Hat,30037,2026-09-11T04:38:28+00:00
28,30,keys,1431577583,79,Darkblaze,Sultan's Ceremonial,1807.54,28–30 keys,"1,807.54 ref",misc,Level 1-100 Hat,403,2026-09-11T04:38:28+00:00
1575,1575,keys,1657352959,79,Darkblaze,Surgeon's Stahlhelm,101674.125,1575 keys,"101,674.13 ref",misc,Level 10 Helmet,616,2026-09-11T04:38:28+00:00
80,80,keys,1537439032,79,Darkblaze,Tavish DeGroot Experience,5164.4,80 keys,"5,164.40 ref",misc,Level 10 Hat,604,2026-09-11T04:38:28+00:00
11000,11000,keys,1717363262,79,Darkblaze,Team Captain,710105.0,11000 keys,"710,105.00 ref",misc,Level 1-100 Hat,378,2026-09-11T04:38:28+00:00
2300,2300,keys,1762528827,79,Darkblaze,Texas Ten Gallon,148476.5,2300 keys,"148,476.50 ref",misc,Level 1-100 Hat,94,2026-09-11T04:38:28+00:00
238,238,keys,1632695850,79,Darkblaze,Texas Tin-Gallon,15364.09,238 keys,"15,364.09 ref",misc,Level 1-100 Hat,30044,2026-09-11T04:38:28+00:00
155,155,keys,1586507871,79,Darkblaze,Timeless Topper,10006.025,155 keys,"10,006.03 ref",misc,Level 1-100 Hat,30035,2026-09-11T04:38:28+00:00
37,40,keys,1426019440,79,Darkblaze,Tippler's Tricorne,2388.535,37–40 keys,"2,388.54 ref",misc,Level 1-100 Hat,179,2026-09-11T04:38:28+00:00
60,60,keys,1524765015,79,Darkblaze,Tough Guy's Toque,3873.3,60 keys,"3,873.30 ref",misc,Level 1-100 Hat,97,2026-09-11T04:38:28+00:00
4520,4520,keys,1739569678,79,Darkblaze,Tough Stuff Muffs,291788.6,4520 keys,"291,788.60 ref",misc,Level 1-100 Hat,984,2026-09-11T04:38:28+00:00
95,95,keys,1471575738,79,Darkblaze,Towering Titanium Pillar of Hats,6132.725,95 keys,"6,132.73 ref",misc,Level 1-100 Hat,30008,2026-09-11T04:38:28+00:00
1860,1860,keys,1768413495,79,Darkblaze,Triboniophorus Tyrannus,120072.3,1860 keys,"120,072.30 ref",misc,Level 1-100 Mascot,151,2026-09-11T04:38:28+00:00
3738,3738,keys,1727974792,79,Darkblaze,Troublemaker's Tossle Cap,241306.59,3738 keys,"241,306.59 ref",misc,Level 1-100 Hat,150,2026-09-11T04:38:28+00:00
60,60,keys,1534000235,79,Darkblaze,Tungsten Toque,3873.3,60 keys,"3,873.30 ref",misc,Level 1-100 Hat,30049,2026-09-11T04:38:28+00:00
3000,3000,keys,1686801557,79,Darkblaze,Tyrant's Helm,193665.0,3000 keys,"193,665.00 ref",misc,Level 1-100 Helmet,99,2026-09-11T04:38:28+00:00
76,103,keys,1407743657,79,Darkblaze,Tyrantium Helmet,4906.18,76–103 keys,"4,906.18 ref",misc,Level 1-100 Helmet,30014,2026-09-11T04:38:28+00:00
815,815,keys,1678408290,79,Darkblaze,Valley Forge,52612.325,815 keys,"52,612.33 ref",misc,Level 1-100 Hat,30114,2026-09-11T04:38:28+00:00
1195,1195,keys,1628528667,79,Darkblaze,Vintage Tyrolean,77143.225,1195 keys,"77,143.23 ref",misc,Level 1-100 Hat,101,2026-09-11T04:38:28+00:00
9675,9675,keys,1653193459,79,Darkblaze,Virtual Viewfinder,624569.625,9675 keys,"624,569.63 ref",misc,Level 1-100 Headset,30140,2026-09-11T04:38:28+00:00
2000,2000,keys,1742435516,79,Darkblaze,Virus Doctor,129110.0,2000 keys,"129,110.00 ref",misc,Level 1-100 Hat,30043,2026-09-11T04:38:28+00:00
11475,11475,keys,1784777113,79,Darkblaze,War Pig,740768.625,11475 keys,"740,768.63 ref",misc,Level 1-100 Headgear,829,2026-09-11T04:38:28+00:00
350,425,keys,1644066448,79,Darkblaze,Waxy Wayfinder,22594.25,350–425 keys,"22,594.25 ref",misc,Level 1-100 Hat,753,2026-09-11T04:38:28+00:00
3925,3925,keys,1750146939,79,Darkblaze,Well-Rounded Rifleman,253378.375,3925 keys,"253,378.38 ref",misc,Level 1-100 Hat,30067,2026-09-11T04:38:28+00:00
1650,1650,keys,1777701961,79,Darkblaze,Whoopee Cap,106515.75,1650 keys,"106,515.75 ref",misc,Level 1-100 Hat,174,2026-09-11T04:38:28+00:00
500,500,keys,1546510447,79,Darkblaze,Wraith Wrap,32277.5,500 keys,"32,277.50 ref",misc,Level 1-100 Apparel,937,2026-09-11T04:38:28+00:00
25,25,keys,1428006526,79,Darkblaze,Ye Oiled Baker Boy,1613.875,25 keys,"1,613.88 ref",misc,Level 1-100 Hat,30019,2026-09-11T04:38:28+00:00
62,85,keys,1432694964,79,Darkblaze,Ye Olde Baker Boy,4002.41,62–85 keys,"4,002.41 ref",misc,Level 1-100 Hat,107,2026-09-11T04:38:28+00:00
11475,11475,keys,1786206257,79,Darkblaze,Your Worst Nightmare,740768.625,11475 keys,"740,768.63 ref",misc,Level 10 Hair,600,2026-09-11T04:38:28+00:00
330,330,keys,1613699547,79,Darkblaze,Ze Goggles,21303.15,330 keys,"21,303.15 ref",misc,Level 1-100 Glasses,177,2026-09-11T04:38:28+00:00
75,75,keys,1533175680,80,Demonflame,A Head Full of Hot Air,4841.625,75 keys,"4,841.63 ref",misc,Level 1-100 Hat,30662,2026-09-11T04:38:28+00:00
600,700,keys,1441758738,80,Demonflame,Antlers,38733.0,600–700 keys,"38,733.00 ref",misc,Level 1-100 Cosmetic Item,993,2026-09-11T04:38:28+00:00
135,135,keys,1578689533,80,Demonflame,Armored Authority,8714.925,135 keys,"8,714.93 ref",misc,Level 1-100 Helmet,445,2026-09-11T04:38:28+00:00
500,500,keys,1664392964,80,Demonflame,Backbiter's Billycock,32277.5,500 keys,"32,277.50 ref",misc,Level 1-100 Hat,108,2026-09-11T04:38:28+00:00
990,990,keys,1712077728,80,Demonflame,Battle Boonie,63909.45,990 keys,"63,909.45 ref",misc,Level 1-100 Hat,30907,2026-09-11T04:38:28+00:00
430,430,keys,1690559071,80,Demonflame,Belgian Detective,27758.65,430 keys,"27,758.65 ref",misc,Level 1-100 Hat,30128,2026-09-11T04:38:28+00:00
850,850,keys,1713188202,80,Demonflame,Big Chief,54871.75,850 keys,"54,871.75 ref",misc,Level 1-100 Hat,309,2026-09-11T04:38:28+00:00
46,48,keys,1541028182,80,Demonflame,Big Elfin Deal,2969.53,46–48 keys,"2,969.53 ref",misc,Level 1-100 Hat,652,2026-09-11T04:38:28+00:00
225,225,keys,1592687526,80,Demonflame,Black Watch,14524.875,225 keys,"14,524.88 ref",misc,Level 1-100 Hat,30105,2026-09-11T04:38:28+00:00
300,300,keys,1579674327,80,Demonflame,Blast Defense,19366.5,300 keys,"19,366.50 ref",misc,Level 1-100 Headgear,30863,2026-09-11T04:38:28+00:00
900,900,keys,1762885649,80,Demonflame,Bloke's Bucket Hat,58099.5,900 keys,"58,099.50 ref",misc,Level 1-100 Hat,181,2026-09-11T04:38:28+00:00
99,99,keys,1584266759,80,Demonflame,Bolted Bicorne,6390.945,99 keys,"6,390.95 ref",misc,Level 1-100 Hat,30034,2026-09-11T04:38:28+00:00
99,99,keys,1585105202,80,Demonflame,Bolted Birdcage,6390.945,99 keys,"6,390.95 ref",misc,Level 1-100 Hat,30057,2026-09-11T04:38:28+00:00
55,70,keys,1563902054,80,Demonflame,Bombing Run,3550.525,55–70 keys,"3,550.53 ref",misc,Level 1-100 Helmet,249,2026-09-11T04:38:28+00:00
875,875,keys,1778350965,80,Demonflame,Bone Dome,56485.625,875 keys,"56,485.63 ref",misc,Level 1-100 Helmet,30162,2026-09-11T04:38:28+00:00
7650,7650,keys,1732847317,80,Demonflame,Bonk Boy,493845.75,7650 keys,"493,845.75 ref",misc,Level 1-100 Mask,451,2026-09-11T04:38:28+00:00
1400,1400,keys,1784683814,80,Demonflame,Bonk Helm,90377.0,1400 keys,"90,377.00 ref",misc,Level 1-100 Helmet,106,2026-09-11T04:38:28+00:00
45,45,keys,1494359191,80,Demonflame,Bonk Leadwear,2904.975,45 keys,"2,904.98 ref",misc,Level 1-100 Helmet,30030,2026-09-11T04:38:28+00:00
740,740,keys,1678409098,80,Demonflame,Bot Dogger,47770.7,740 keys,"47,770.70 ref",misc,Level 1-100 Hat,30018,2026-09-11T04:38:28+00:00
4900,4900,keys,1743508910,80,Demonflame,Brainiac Hairpiece,316319.5,4900 keys,"316,319.50 ref",misc,Level 1-100 Facial Hair,590,2026-09-11T04:38:28+00:00
540,680,keys,1627930003,80,Demonflame,Brigade Helm,34859.7,540–680 keys,"34,859.70 ref",misc,Level 1-100 Helmet,105,2026-09-11T04:38:28+00:00
1558,1558,keys,1782679105,80,Demonflame,Brim-Full of Bullets,100576.69,1558 keys,"100,576.69 ref",misc,Level 1-100 Hat,30173,2026-09-11T04:38:28+00:00
161,161,keys,1607781624,80,Demonflame,Broadband Bonnet,10393.355,161 keys,"10,393.36 ref",misc,Level 1-100 Hat,30029,2026-09-11T04:38:28+00:00
3200,3200,keys,1744890306,80,Demonflame,Brotherhood of Arms,206576.0,3200 keys,"206,576.00 ref",misc,Level 1-100 Hat,30066,2026-09-11T04:38:28+00:00
2600,2600,keys,1769719169,80,Demonflame,Brown Bomber,167843.0,2600 keys,"167,843.00 ref",misc,Level 1-100 Hat,671,2026-09-11T04:38:28+00:00
820,820,keys,1733247475,80,Demonflame,Bubble Pipe,52935.1,820 keys,"52,935.10 ref",misc,Level 1-100 Helmet,597,2026-09-11T04:38:28+00:00
81,81,keys,1554753432,80,Demonflame,Buckaroo's Hat,5228.955,81 keys,"5,228.96 ref",misc,Level 1-100 Hat,322,2026-09-11T04:38:28+00:00
800,800,keys,1704317047,80,Demonflame,Bunsen Brave,51644.0,800 keys,"51,644.00 ref",misc,Level 1-100 Hat,30054,2026-09-11T04:38:28+00:00
725,725,keys,1703702937,80,Demonflame,Burning Bandana,46802.375,725 keys,"46,802.38 ref",misc,Level 1-100 Bandana,30091,2026-09-11T04:38:28+00:00
80,80,keys,1552078197,80,Demonflame,Capo's Capper,5164.4,80 keys,"5,164.40 ref",misc,Level 1-100 Hat,427,2026-09-11T04:38:28+00:00
1400,1500,keys,1778007066,80,Demonflame,Caribbean Conqueror,90377.0,1400–1500 keys,"90,377.00 ref",misc,Level 1-100 Hat,30116,2026-09-11T04:38:28+00:00
1150,1150,keys,1771387448,80,Demonflame,Carouser's Capotain,74238.25,1150 keys,"74,238.25 ref",misc,Level 1-100 Hat,259,2026-09-11T04:38:28+00:00
1100,1100,keys,1711106627,80,Demonflame,Classy Capper,71010.5,1100 keys,"71,010.50 ref",misc,Level 1-100 Hat,30893,2026-09-11T04:38:28+00:00
1250,1250,keys,1787584880,80,Demonflame,Cloud Crasher,80693.75,1250 keys,"80,693.75 ref",misc,Level 1-100 Helmet,30071,2026-09-11T04:38:28+00:00
890,890,keys,1656286487,80,Demonflame,Cold Killer,57453.95,890 keys,"57,453.95 ref",misc,Level 1-100 Hat,981,2026-09-11T04:38:28+00:00
224,224,keys,1570108143,80,Demonflame,Company Man,14460.32,224 keys,"14,460.32 ref",misc,Level 10 Hat,523,2026-09-11T04:38:28+00:00
179,250,keys,1594526377,80,Demonflame,Condor Cap,11555.345,179–250 keys,"11,555.35 ref",misc,Level 1-100 Hat,30553,2026-09-11T04:38:28+00:00
200,200,keys,1587027755,80,Demonflame,Connoisseur's Cap,12911.0,200 keys,"12,911.00 ref",misc,Level 1-100 Hat,394,2026-09-11T04:38:28+00:00
120,155,keys,1582084104,80,Demonflame,Conquistador,7746.6,120–155 keys,"7,746.60 ref",misc,Level 1-100 Helmet,721,2026-09-11T04:38:28+00:00
455,470,keys,1714589784,80,Demonflame,Copper's Hard Top,29372.525,455–470 keys,"29,372.53 ref",misc,Level 1-100 Helmet,478,2026-09-11T04:38:28+00:00
120,120,keys,1475372013,80,Demonflame,Cosa Nostra Cap,7746.6,120 keys,"7,746.60 ref",misc,Level 1-100 Hat,459,2026-09-11T04:38:28+00:00
4175,4175,keys,1768144166,80,Demonflame,Cotton Head,269517.125,4175 keys,"269,517.12 ref",misc,Level 1-100 Hat,30175,2026-09-11T04:38:28+00:00
92,92,keys,1597169281,80,Demonflame,Counterfeit Billycock,5939.06,92 keys,"5,939.06 ref",misc,Level 10 Hat,602,2026-09-11T04:38:28+00:00
43,43,keys,1430516492,80,Demonflame,Coupe D'isaster,2775.865,43 keys,"2,775.87 ref",misc,Level 1-100 Hair,330,2026-09-11T04:38:28+00:00
1000,1000,keys,1724357068,80,Demonflame,Crocleather Slouch,64555.0,1000 keys,"64,555.00 ref",misc,Level 1-100 Hat,344,2026-09-11T04:38:28+00:00
4444,4444,keys,1646939119,80,Demonflame,Crone's Dome,286882.42,4444 keys,"286,882.42 ref",misc,Level 1-100 Hat,920,2026-09-11T04:38:28+00:00
930,930,keys,1773674749,80,Demonflame,Cyborg Stunt Helmet,60036.15,930 keys,"60,036.15 ref",misc,Level 1-100 Helmet,30024,2026-09-11T04:38:28+00:00
500,500,keys,1656598039,80,Demonflame,Das Maddendoktor,32277.5,500 keys,"32,277.50 ref",misc,Level 1-100 Hair,30121,2026-09-11T04:38:28+00:00
1200,1200,keys,1769056370,80,Demonflame,Das Naggenvatcher,77466.0,1200 keys,"77,466.00 ref",misc,Level 1-100 Hat,30109,2026-09-11T04:38:28+00:00
100,130,keys,1501425778,80,Demonflame,Das Übersternmann,6455.5,100–130 keys,"6,455.50 ref",misc,Level 1-100 Hat,30097,2026-09-11T04:38:28+00:00
103,113,keys,1563302735,80,Demonflame,Defiant Spartan,6649.165,103–113 keys,"6,649.17 ref",misc,Level 1-100 Helmet,340,2026-09-11T04:38:28+00:00
200,200,keys,1565996991,80,Demonflame,Desert Marauder,12911.0,200 keys,"12,911.00 ref",misc,Level 1-100 Hat,400,2026-09-11T04:38:28+00:00
76.45,107.02,usd,1384142843,80,Demonflame,Doctor's Sack,2940.384615,45.5485 keys,"2,940.38 ref",misc,Level 1-100 Hat,398,2026-09-11T04:38:28+00:00
590,590,keys,1653420424,80,Demonflame,Dragonborn Helmet,38087.45,590 keys,"38,087.45 ref",misc,Level 10 Helmet,517,2026-09-11T04:38:28+00:00
151,151,keys,1601662617,80,Demonflame,Dread Knot,9747.805,151 keys,"9,747.81 ref",misc,Level 1-100 Hair,358,2026-09-11T04:38:28+00:00
775,775,keys,1704226671,80,Demonflame,Détective Noir,50030.125,775 keys,"50,030.13 ref",misc,Level 1-100 Hat,319,2026-09-11T04:38:28+00:00
525,525,keys,1728007636,80,Demonflame,Electric Escorter,33891.375,525 keys,"33,891.38 ref",misc,Level 1-100 Hat,30025,2026-09-11T04:38:28+00:00
2200,2200,keys,1752583676,80,Demonflame,Engineer's Cap,142021.0,2200 keys,"142,021.00 ref",misc,Level 1-100 Hat,95,2026-09-11T04:38:28+00:00
666,666,keys,1545792756,80,Demonflame,Exquisite Rack,42993.63,666 keys,"42,993.63 ref",misc,Level 1-100 Cosmetic Item,339,2026-09-11T04:38:28+00:00
901,901,keys,1773762561,80,Demonflame,FR-0,58164.055,901 keys,"58,164.06 ref",misc,Level 1-100 Hat,30016,2026-09-11T04:38:28+00:00
990,990,keys,1716305838,80,Demonflame,Fed-Fightin' Fedora,63909.45,990 keys,"63,909.45 ref",misc,Level 1-100 Hat,780,2026-09-11T04:38:28+00:00
600,600,keys,1727748778,80,Demonflame,Firewall Helmet,38733.0,600 keys,"38,733.00 ref",misc,Level 1-100 Helmet,30038,2026-09-11T04:38:28+00:00
1500,1500,keys,1683825704,80,Demonflame,Flamboyant Flamenco,96832.5,1500 keys,"96,832.50 ref",misc,Level 10 Hat,627,2026-09-11T04:38:28+00:00
